NOME_PRODUTO,CLASSE_TERAPEUTICA,PRINCIPIO_ATIVO
NIDAZOFARMA,ANTIPARASITARIOS,METRONIDAZOL
NIDAZOLIN,ANTIMICOTICO,NISTATINA
NIDHI,ANTINEOPLASICO,ESILATO DE NINTEDANIBE
NIDUE,ANTINFLAMATORIOS,NIMESULIDA +  PANTOPRAZOL SÓDICO SESQUI-HIDRATADO
NIENZA,ANTI-HIPERTENSIVOS,CARVEDILOL
NIFEDIPINO,ANTI-HIPERTENSIVOS,
NIFEDIPRESS,ANTIANGINOSOS E VASODILATADORES,NIFEDIPINO
NIFLAG,ANTINFLAMATORIOS,NIMESULIDA
NIKI,ANTICONCEPCIONAIS,DROSPIRENONA +  ETINILESTRADIOL
NILCLAMIDA,ANTIDIABETICOS,GLIBENCLAMIDA
NILPERIDOL,ANALGESICOS NARCOTICOS,CITRATO DE FENTANILA +  DROPERIDOL
NIMBIUM,BLOQUEADOR NEUROMUSCULAR,BESILATO DE CISATRACÚRIO
NIMEGON,HIPOGLICEMIANTE ORAL,FOSFATO DE SITAGLIPTINA MONOIDRATADO
NIMEGON MET,ANTIDIABETICOS,CLORIDRATO DE METFORMINA +  FOSFATO DE SITAGLIPTINA MONOIDRATADO
NIMELIT,ANTINFLAMATORIOS,NIMESULIDA
NIMENRIX,VACINAS,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO +  POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO +  POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO  +  POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y
NIMESILAM,ANTINFLAMATORIOS,NIMESULIDA
NIMESULIDA,ANTINFLAMATORIOS,NIMESULIDA
NIMESULIX,ANTINFLAMATORIOS,NIMESULIDA
NIMSY,AGENTES ANTI-INFLAMATÓRIOS,NIMESULIDA
NINLARO,OUTROS AGENTES ANTINEOPLÁSICOS,CITRATO DE IXAZOMIBE
NIQUITIN,ANTITABAGICO,NICOTINA
NISOFLAN,ANTINFLAMATORIOS,NIMESULIDA
NISTAMAX,ANTIMICOTICO,NISTATINA
NISTATINA,ANTIMICOTICO,NISTATINA
NISTATINA + OXIDO DE ZINCO,EMOLIENTES E PROTETORES DA PELE E MUCOSAS,NISTATINA +  ÓXIDO DE ZINCO
NISTATINA + ÓXIDO DE ZINCO,ANTIMICOTICOS PARA USO TOPICO,NISTATINA +  OXIDO DE ZINCO
NISTATINA + ÓXIDO DE ZINCO,EMOLIENTES E PROTETORES DA PELE E MUCOSAS,NISTATINA +  ÓXIDO DE ZINCO
NISTATINA + ÓXIDO DE ZINCO,ANTIMICOTICOS PARA USO TOPICO,NISTATINA +  ÓXIDO DE ZINCO
NISTRAZIN,ANTIMICOTICO,NISTATINA
NISUFAR,ANTINFLAMATORIOS,NIMESULIDA
NISULID,ANTINFLAMATORIOS,NIMESULIDA
NITAZOXANIDA,ANTIPARASITARIOS,NITAZOXANIDA
NITES,PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA,FUROATO DE MOMETASONA +  FUROATO DE MOMETASONA MONOIDRATADO
NITIKABS,NITISINONA,NITISINONA
NITRAPAN,ANSIOLITICOS SIMPLES,NITRAZEPAM
NITRATO DE BUTOCONAZOL,ANTI-FUNGICOS,NITRATO DE BUTOCONAZOL
NITRATO DE FENTICONAZOL,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE FENTICONAZOL
NITRATO DE ISOCONAZOL,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE ISOCONAZOL
NITRATO DE ISOCONAZOL,PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES,NITRATO DE ISOCONAZOL
NITRATO DE MICONAZOL,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE MICONAZOL
NITRATO DE MICONAZOL,PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES,NITRATO DE MICONAZOL
NITRATO DE OXICONAZOL,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE OXICONAZOL
NITRAZEPAM (PORT 344/98 LISTA B1),ANSIOLITICOS SIMPLES,NITRAZEPAM
NITRENCORD,ANTI-HIPERTENSIVOS,NITRENDIPINO
NITRENDIPINO,ANTI-HIPERTENSIVOS SIMPLES,NITRENDIPINO
NITROFEN,NITROFURANICOS,NITROFURANTOÍNA
NITROFURANTOINA,NITROFURANICOS,NITROFURANTOÍNA
NITROP,ANTI-HIPERTENSIVOS SIMPLES,NITROPRUSSETO DE SÓDIO
NITROPRUS,VASODILATADORES,NITROPRUSSETO DE SÓDIO DI-HIDRATADO
NIULIVA,IMUNOGLOBULINAS,IMUNOGLOBULINA HUMANA ANTI-HEPATITE B
NIXE,AGENTES ANTITROMBÓTICOS,RIVAROXABANA
NIZORAL,ANTIMICOTICO,CETOCONAZOL
NIZORETIC,ANTI-FUNGICOS,CETOCONAZOL
NIZUIL GEL,ANTINFLAMATORIOS,NIMESULIDA
NOAZY,AGENTES ANTINEOPLÁSICOS,LETROZOL
NOCICLIN,ANTICONCEPCIONAIS,ETINILESTRADIOL +  LEVONORGESTREL
NOCON,ANTICONVULSIVANTES,LAMOTRIGINA
NOCTAL,ANSIOLITICOS SIMPLES,ESTAZOLAM
NOCTIDEN,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
NOEX,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,BUDESONIDA MICRONIZADA
NOFEBRIN,ANALGESICOS NAO NARCOTICOS,DIPIRONA
NOGRIPE,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE,CAFEÍNA +  DIPIRONA +  MALEATO DE CLORFENAMINA
NOITYL,ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS,BROMIDRATO DE DEXTROMETORFANO +  SUCCINATO DE DOXILAMINA
NOLAPROST,PROSTAGLANDINAS,LATANOPROSTA
NOLIPO,ANOREXICOS SIMPLES,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO
NOLVADEX,ANTINEOPLASICO,CITRATO DE TAMOXIFENO
NOOTRON,NEUROPSICOESTIMULANTES,PIRACETAM
NOOTROPIL,NEUROPSICOESTIMULANTES,PIRACETAM
NOPASURE,ANESTÉSICOS LOCAIS,CLORIDRATO DE LIDOCAINA
NOPROSIL,ANTIEMETICOS E ANTINAUSEANTES,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO
NORADOP,ANTITABAGICO,CLORIDRATO DE BUPROPIONA
NORADREM,VASOCONSTRITORES E HIPERTENSORES,HEMITARTARATO DE NOREPINEFRINA
NORDETTE,ANTICONCEPCIONAIS,ETINILESTRADIOL +  LEVONORGESTREL MICRONIZADO
NORDITROPIN,HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO,SOMATROPINA
NOREGYNA,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,ENANTATO DE NORETISTERONA +  VALERATO DE ESTRADIOL
NORELBIN,ANTINEOPLASICO,VINORELBINA
NORESTIN,ANTICONCEPCIONAIS,NORETISTERONA
NORETISTERONA,ANTICONCEPCIONAIS,NORETISTERONA
NORF,ANTIBIOTICOS SISTEMICOS SIMPLES,NORFLOXACINO
NORFLOXACINO,ANTIBIOTICOS SISTEMICOS SIMPLES,NORFLOXACINO
NORFLOXACINO,ANTIBIOTICOS SISTEMICOS SIMPLES,
NORFLOXACINO,ANTINFECCIOSOS,NORFLOXACINO
NORFLOXACINO 400 MG,ANTIBIOTICOS SISTEMICOS SIMPLES,NORFLOXACINO
NORIDERM,ANTIMICOTICO,CETOCONAZOL
NORIPURUM,ANTIANEMICOS SIMPLES,FERRIPOLIMALTOSE
NORIPURUM EV,ANTIANEMICOS SIMPLES,SACARATO DE HIDRÓXIDO FÉRRICO
NORIPURUM FÓLICO,ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS,FERRIPOLIMALTOSE +  ÁCIDO FÓLICO
NORMACICLO,FITOTERAPICO SIMPLES + OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,VITEX AGNUS-CASTUS L.
NORMASTIG,ANTIMIASTENICOS E DESCURARIZANTES,METILSULFATO DE NEOSTIGMINA
NORPATCH,ANALGESICOS NARCOTICOS,BUPRENORFINA
NORTISORO,DESCONGESTIONANTES NASAIS TOPICOS,CLORIDRATO DE NAFAZOLINA
NORTLID,ANTINFLAMATORIOS,NIMESULIDA
NORVASC,ANTI-HIPERTENSIVOS SIMPLES + ANTIANGINOSOS E VASODILATADORES,BESILATO DE ANLODIPINO
NORVIR,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),RITONAVIR
NORXACIN,ANTIBIOTICOS SISTEMICOS SIMPLES,NORFLOXACINO
NOSINT,BLOQUEADOR NEUROMUSCULAR,BESILATO DE CISATRACÚRIO
NOSTIL,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,OFLOXACINO
NOTUSS TSS,ANTITUSSIGENOS SIMPLES,DROPROPIZINA
NOURIN,ANTIESPASMODICOS,CLORIDRATO DE OXIBUTININA
NOVABUPI,ANESTESICOS LOCAIS,CLORIDRATO DE LEVOBUPIVACAÍNA +  HEMITARTARATO DE EPINEFRINA
NOVABUPI (SEM VASOCONSTRITOR),ANESTESICOS LOCAIS,CLORIDRATO DE LEVOBUPIVACAÍNA
NOVACORT,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
NOVALFEM,ANALGESICOS NAO NARCOTICOS,IBUPROFENO
NOVALGINA,ANALGESICOS NAO NARCOTICOS,DIPIRONA MONOIDRATADA
NOVAMICIN,ANTIBIOTICOS SISTEMICOS SIMPLES,CLORIDRATO DE VANCOMICINA
NOVAMOX,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
NOVANLO,ANTI-HIPERTENSIVOS SIMPLES,BESILATO DE LEVANLODIPINO
NOVANOITE,ANSIOLITICOS SIMPLES,PASSIFLORA INCARNATA L.
NOVASOPT,ANTIGLAUCOMATOSOS,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL
NOVASUTIN,ANTIMICOTICO,ANFOTERICINA B +  CLORIDRATO DE TETRACICLINA
NOVO RINO,DESCONGESTIONANTES NASAIS TOPICOS,CLORIDRATO DE NAFAZOLINA
NOVOCILIN,ANTIBIOTICOS SISTEMICOS SIMPLES,AMOXICILINA TRI-HIDRATADA +  AMOXICILINA TRIHIDRATADA
NOVOFER,ANTIANEMICOS SIMPLES,FERROCARBONILA
NOVOFER PED,ANTIANEMICOS SIMPLES,GLICINATO FÉRRICO
NOVOLIN R,ANTIDIABETICOS,INSULINA HUMANA
NOVOMIX 30,ANTIDIABETICOS,INSULINA ASPARTE
NOVOPHOS,NUTRIENTES PARENTERAIS,GLICEROFOSFATO DE SÓDIO
NOVOPRAZOL,ANTIULCEROSOS,OMEPRAZOL
NOVORAPID,ANTIDIABETICOS,INSULINA ASPARTE
NOVOSIL,ANTIEMETICOS E ANTINAUSEANTES,METOCLOPRAMIDA
NOVOSORO H,PRODUTO PARA O APARELHO RESPIRATORIO,CLORETO DE SÓDIO
NOVOSORO NF,DESCONGESTIONANTES NASAIS TOPICOS,CLORIDRATO DE NAFAZOLINA
NOVOTRAM,ANALGESICOS NARCOTICOS,CLORIDRATO DE TRAMADOL
NOVOTRAM PAR,ANALGESICOS NARCOTICOS,CLORIDRATO DE TRAMADOL +  PARACETAMOL
NOVRALFLEX,RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS,CAFEÍNA +  CITRATO DE ORFENADRINA +  DIPIRONA
NOXAFIL,ANTIMICOTICOS SISTEMICOS,POSACONAZOL
NPLATE,ANTI-HEMORRAGICOS,ROMIPLOSTIM
NQ HERA,EXPECTORANTES + FITOTERAPICO SIMPLES,HEDERA HELIX L.
NQUÍASE,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",SECNIDAZOL
NQZIN BABY,ANTIMICOTICOS PARA USO TOPICO,NISTATINA +  OXIDO DE ZINCO
NUANCE,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,DROSPIRENONA +  ESTRADIOL HEMI-HIDRATADO
NUBAIN,ANALGESICOS NARCOTICOS,CLORIDRATO DE NALBUFINA
NUBEQA,ANTIANDRÓGENOS,DAROLUTAMIDA
NUBLAXON,ANTITROMBOTICO,RIVAROXABANA
NUCALA,OUTROS MEDICAMENTOS ANTIASMATICOS,MEPOLIZUMABE
NUFIG,HEPATOPROTETORES E LIPOTROPICOS,SILYBUM MARIANUM (L.) GAERTN
NUMETA PED,,ACETATO DE MAGNÉSIO TETRAIDRATADO +  ACETATO DE POTÁSSIO +  ALANINA +  ARGININA +  CISTEÍNA +  CLORETO DE SÓDIO +  CLORIDRATO DE ORNITINA +  FENILALANINA +  GLICEROFOSFATO DE SÓDIO +  GLICINA +  GLICOSE MONOIDRATADA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  LISINA +  PROLINA +  SERINA +  TAURINA +  TIROSINA +  TREONINA +  TRIPTOFANO +  CLORETO DE CÁLCIO DIIDRATADO 
NUROMOL,ANALGESICOS NAO NARCOTICOS,IBUPROFENO +  PARACETAMOL
NUTRAPLUS,EMOLIENTES E PROTETORES DA PELE E MUCOSAS,URÉIA
NUTRAPLUS 20,EMOLIENTES E PROTETORES DA PELE E MUCOSAS,URÉIA
NUTRI B,POLIVITAMINICOS SEM MINERAIS,CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  PANTOTENATO DE CALCIO +  FOSFATO SÓDICO DE RIBOFLAVINA
NUTRIFLEX LIPID,NUTRIENTES PARENTERAIS,ACETATO DE MAGNÉSIO TETRAIDRATADO +  ACETATO DE POTÁSSIO +  ACETATO DE SÓDIO TRIIDRATADO +  ACETATO DE ZINCO +  ALANINA +  ARGININA +  CLORETO DE SÓDIO +  CLORIDRATO DE HISTIDINA MONOIDRATADO +  CLORIDRATO DE LISINA +  FENILALANINA +  FOSFATO DIIDROGENADO DE SÓDIO +  GLICOSE MONOHIDRATADA +  GLICOSE MONOIDRATADA +  HIDROXIDO DE SODIO +  HIDRÓXIDO DE SÓDIO +  ISOLEUCINA +  LEUCI
NUTRIFLEX PLUS,NUTRIENTES PARENTERAIS,ACETATO DE MAGNÉSIO TETRAIDRATADO +  ACETATO DE SÓDIO TRIHIDRATADO +  ALANINA +  ARGININA MONOGLUTAMATO +  CLORIDRATO DE HISTIDINA MONOIDRATADO +  CLORIDRATO DE LISINA +  FENILALANINA +  FOSFATO DIIDROGENADO DE SÓDIO +  GLICINA +  GLICOSE MONOHIDRATADA +  HIDRÓXIDO DE POTÁSSIO +  HIDRÓXIDO DE SÓDIO +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TREONINA +  TRIPT
NUVARING,ANTICONCEPCIONAIS,ETINILESTRADIOL +  ETONOGESTREL
NUVIGIL,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,ARMODAFINILA
NUX VOMICA HOMACCORD,MEDICAMENTOS DINAMIZADOS COMPOSTOS,BRYONIA CRETICA L. +  CITRULLUS COLOCYNTHIS +  CITRULLUS COLOCYNTHIS SCHRAD. +  LYCOPODIUM CLAVATUM L. +  STRYCHNOS NUX-VOMICA L. +  ÁGUA PARA INJETÁVEIS
NYOLOL COLIRIO,ANTIGLAUCOMATOSOS,
NYPRAM,ANTIDEPRESSIVOS,BROMIDRATO DE CITALOPRAM
NYTEB,ANTI-HIPERTENSIVOS,CLORIDRATO DE NEBIVOLOL
Nabota,AGENTE PARALISANTE NEUROMUSCULAR,TOXINA BOTULÍNICA A
Naglazyme,ENZIMA PARA REPOSIÇAO,GALSULFASE
Naproxeno sódico,ANTINFLAMATORIOS ANTIREUMATICOS,NAPROXENO SÓDICO
Naucloz,ANTIEMÉTICOS E ANTINAUSEANTES,DICLORIDRATO DE MECLOZINA MONOIDRATADO
Navelbine,ANTINEOPLASICOS CITOTOXICOS,TARTARATO DE VINORELBINA
Nebic,ANTI-HIPERTENSIVOS,CLORIDRATO DE NEBIVOLOL
Neo B,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS,CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  NITRATO DE TIAMINA
Nesina Met,ANTIDIABETICOS,CLORIDRATO DE METFORMINA +  BENZOATO DE ALOGLIPTINA
Niflag,ANTINFLAMATORIOS,NIMESULIDA
Nimesulida,ANTINFLAMATORIOS,NIMESULIDA
Nitrato de Miconazol,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE MICONAZOL
Nitrato de fenticonazol,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE FENTICONAZOL
Nivux,ANTINFLAMATORIOS,NIMESULIDA +  PANTOPRAZOL SÓDICO SESQUI-HIDRATADO
Novolin N,ANTIDIABETICOS,INSULINA HUMANA
Novoseven,FIBRINOLITICOS E PROTEOLITICOS,ALFAEPTACOGUE ATIVADO
Nuit flash,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
Numeta Neo,,ACETATO DE MAGNÉSIO TETRAIDRATADO +  ACETATO DE POTÁSSIO +  ALANINA +  ARGININA +  CISTEÍNA +  CLORIDRATO DE ORNITINA +  FENILALANINA +  GLICEROFOSFATO DE SÓDIO +  GLICINA +  GLICOSE MONOIDRATADA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  LISINA +  PROLINA +  SERINA +  TAURINA +  TIROSINA +  TREONINA +  TRIPTOFANO +  CLORETO DE CÁLCIO DIIDRATADO +  LEVOMETIONINA +  
Nuwiq,ANTI-HEMORRAGICOS, ALFASIMOCTOCOGUE
OCCIDE,ANTIPARASITARIOS,NITAZOXANIDA
OCERAL,ANTIMICOTICOS PARA USO TOPICO,NITRATO DE OXICONAZOL
OCITOCINA,OCITOCICOS HORMONAIS,OCITOCINA
OCREVUS,IMUNOSSUPRESSORES SELETIVOS,OCRELIZUMABE
OCT-IPEN,,PENTETREOTIDA
OCTAGAM,IMUNOGLOBULINAS,IMUNOGLOBULINA HUMANA 
OCTALBIN,"SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO",ALBUMINA HUMANA
OCTANINE F,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,FATOR IX DE COAGULAÇÃO
OCTAPLEX,"SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO",FATOR II DE COAGULAÇÃO +  FATOR IX DE COAGULAÇÃO +  FATOR VII DE COAGULAÇÃO +  FATOR X
OCTAVI SDOPTIMUM,"SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO",FATOR VIII DE COAGULAÇÃO
OCTIFEN,ANTIALERGICOS TOPICOS,FUMARATO DE CETOTIFENO
OCTRIDE,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,ACETATO DE OCTREOTIDA
OCUBIN,ANTIGLAUCOMATOSOS,BIMATOPROSTA
OCUPRESS,ANTIGLAUCOMATOSOS,CLORIDRATO DE DORZOLAMIDA
OCUSYS,EMOLIENTES E PROTETORES OFTALMICOS,MACROGOL +  PROPILENOGLICOL
OCUTIL,DESCONGESTIONATES OFTALMICOS,CLORIDRATO DE NAFAZOLINA +  MALEATO DE FENIRAMINA
OESTROGEL,ESTROGENOS SIMPLES,ESTRADIOL HEMI-HIDRATADO
OFEV,ANTINEOPLASICO,ESILATO DE NINTEDANIBE
OFITE PLUS,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,CLORIDRATO DE TETRACICLINA
OFLOX,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,OFLOXACINO
OFLOXACINO,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,OFLOXACINO
OFLOXALIS,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,OFLOXACINO
OFTPRED,GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES,ACETATO DE PREDNISOLONA
OFTRATE,ANTIALERGICOS TOPICOS,ACETATO DE FLUORMETOLONA
OHDE CAPS,VITAMINA D E ANÁLOGOS,COLECALCIFEROL
OKÓTICO,NEUROLEPTICOS,CLOZAPINA
OLANEXYN,ANTIPSICOTICOS,OLANZAPINA
OLANZAPINA,ANTIPSICOTICOS,OLANZAPINA
OLANZAPINA (PORT. 344/98 - LISTA C1),ANTIPSICOTICOS,OLANZAPINA
OLANZYS,ANTIPSICOTICOS,OLANZAPINA
OLEPTAL,ANTICONVULSIVANTES,OXCARBAZEPINA
OLIG-TRAT,NUTRIENTES PARENTERAIS,CLORETO CRÔMICO HEXAIDRATADO +  SULFATO CÚPRICO PENTAIDRATADO +  SULFATO DE MANGANÊS MONOIDRATADO +  SULFATO DE ZINCO HEPTAIDRATADO
OLIMEL,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,ACETATO DE LISINA +  ACETATO DE SÓDIO TRI-HIDRATADO  +  ACETATO DE SÓDIO TRIHIDRATADO +  ALANINA +  ARGININA +  CLORETO DE CÁLCIO DI-HIDRATADO +  CLORETO DE MAGNÉSIO HEXAIDRATADO +  CLORETO DE POTÁSSIO +  FENILALAMINA +  GLICEROFOSFATO DE SÓDIO +  GLICINA +  GLICOSE MONOHIDRATADA +  GLICOSE MONOIDRATADA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA + 
OLINA ESSÊNCIA DE VIDA,DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS,ALOE FEROX MILL. +  GENTIANA LUTEA L.
OLMECOR,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLMEDIX,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLMEDIX ANLO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMEDIX HCT,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLMEGRAN,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLMEGRAN ANLO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMEGRAN HCT,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLMESARTANA MEDOXOMILA,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMESARTANA MEDOXOMILA+HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLMESIP,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMETEC,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLMETEC HCT,ANTI-HIPERTENSIVOS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLMETECANLO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMY,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLMY ANLO,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
OLMY HCT,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLSAR,ANTI-HIPERTENSIVOS,OLMESARTANA MEDOXOMILA
OLSAR H,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OLZICAR HCT,ANTI-HIPERTENSIVOS,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
OMCILON A,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,TRIANCINOLONA ACETONIDA
OMEGAVEN,NUTRIENTES PARENTERAIS,ÓLEO DE PEIXE
OMENAX,ANTIULCEROSOS,OMEPRAZOL
OMEPRAMED,ANTIULCEROSOS,OMEPRAZOL
OMEPRAMIX,ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS,AMOXICILINA TRI-HIDRATADA +  CLARITROMICINA +  OMEPRAZOL
OMEPRAZOL,ANTIULCEROSOS,
OMEPRAZOL,ANTIULCEROSOS,OMEPRAZOL SÓDICO
OMEPRAZOL,ANTIULCEROSOS,OMEPRAZOL
OMEPRAZOL,ANTIULCEROSOS,OMEPRAZOL MICROGRANULADOS
OMEPRAZOL SÓDICO,ANTIULCEROSOS,OMEPRAZOL SÓDICO
OMNARIS,PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA,CICLESONIDA
OMNIC OCAS,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,CLORIDRATO DE TANSULOSINA
OMNIPAQUE,CONTRASTES RADIOLOGICOS,IOEXOL
OMNISCAN,CONTRASTES RADIOLOGICOS,GADODIAMIDA
OMOPREL,ANTIULCEROSOS,OMEPRAZOL
ONBRIZE,BRONCODILATADORES,MALEATO DE INDACATEROL
ONCASPAR,ANTINEOPLASICO,PEGASPARGASE
ONCICREM-A,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,ACETONIDA DE TRIANCINOLONA
ONCILEG,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,ACETONIDA DE TRIANCINOLONA +  GRAMICIDINA +  NISTATINA +  SULFATO DE NEOMICINA
ONCILEG,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,GRAMICIDINA +  NISTATINA +  SULFATO DE NEOMICINA +  TRIANCINOLONA ACETONIDA
ONCILEG-A,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,TRIANCINOLONA ACETONIDA
ONCOBINE,ANTINEOPLASICOS CITOTOXICOS,DITARTARATO DE VINORELBINA
ONCODOX,ANTINEOPLASICO,CLORIDRATO DE DOXORRUBICINA
ONDIF,ANTIEMETICOS E ANTINAUSEANTES,ONDANSETRONA
